Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements,Returning Child,Missing Episodes,Sibling Group Size,Placed With Siblings,Carer Age,Carer Gender,Carer Ethnicity,Placement Type,Placement Start Date,Move Date,Days Placed,Move Reason,Distance From Home (miles),EH involvement,YOT involvement,Placement Sequence Number
7,Male,White - British,0,False,2,0,False,52,Trans Female,White - British,In-House Fostering,2023-03-31,2026-06-20,1177,Behaviour concerns,5.3,False,True,1
8,Female,Asian/British Asian - Pakistani,0,False,0,0,False,53,Female,Mixed - White/Black Caribbean,In-House Fostering,2025-06-04,2032-07-17,2600,Carer requests end,16.64,False,True,1
1,Female,Asian/British Asian - Pakistani,0,False,5,1,False,59,Female,Asian/British Asian - Pakistani,In-House Fostering,2022-06-07,2023-05-25,352,Allegation,8.76,False,False,1
6,Female,White - British,0,False,4,1,False,45,Female,Asian/British Asian - Pakistani,External Fostering,2022-01-23,2022-10-21,271,Placement stability concerns,16.61,False,True,1
4,Male,White - Eastern European,0,False,1,2,True,56,Female,White - British,Kinship,2023-03-21,2023-04-10,20,Placement stability concerns,0.33,False,False,1
7,Female,White - British,0,False,7,4,True,39,Male,White - British,In-House Fostering,2023-07-01,2023-07-13,12,Placement stability concerns,10.58,False,False,1
10,Female,Asian/British Asian - Pakistani,4,True,0,2,True,54,Female,Asian/British Asian - Pakistani,In-House Fostering,2023-06-29,2025-10-27,851,Child requests end,13.39,False,False,5
11,Male,Asian/British Asian - Pakistani,2,True,5,2,True,56,Female,Asian/British Asian - Pakistani,In-House Fostering,2022-03-11,2023-11-09,608,Carer requests end,16.39,False,False,3
11,Male,White - British,2,True,1,3,True,45,Female,Asian/British Asian - Pakistani,Kinship,2022-04-07,2022-05-18,41,Carer requests end,0.13,False,True,3
11,Trans Female,White - Central European,1,True,4,4,True,40,Female,Asian/British Asian - Pakistani,External Fostering,2022-04-17,2022-07-16,90,Placement stability concerns,6.54,False,False,2
15,Female,Asian/British Asian - Indian,0,False,6,3,True,47,Female,White - British,In-House Fostering,2025-01-23,2027-04-14,811,Carer requests end,2.78,False,False,1
0,Female,White - British,5,True,4,4,True,53,Female,White - British,Kinship,2025-10-22,2025-11-05,14,Behaviour concerns,1.37,False,False,6
7,Female,Dual Heritage - Black/White,2,True,2,3,True,35,Male,White - British,In-House Fostering,2023-12-24,2024-07-22,211,Allegation,6.6,True,True,3
9,Trans Male,White - British,1,True,4,4,True,47,Male,White - British,In-House Fostering,2023-04-11,2026-10-05,1273,Child requests end,2.06,True,False,2
7,Trans Male,White - Central European,0,False,7,3,True,58,Male,White - British,External Fostering,2024-12-18,2028-01-06,1114,Allegation,14.21,True,False,1
13,Male,White - British,1,True,2,4,True,47,Female,Asian/British Asian - Pakistani,In-House Fostering,2023-11-25,2024-04-21,148,Behaviour concerns,13.91,True,False,2
13,Trans Female,Asian/British Asian - Pakistani,0,False,4,5,True,42,Trans Female,Asian/British Asian - Bangladeshi,External Fostering,2022-08-05,2025-01-01,880,Planned move,8.34,True,True,1
11,Female,Asian/British Asian - Bangladeshi,4,True,4,0,False,51,Female,White - British,External Fostering,2023-04-12,2024-04-22,376,Planned move,9.08,True,True,5
8,Female,White - British,0,False,3,5,True,56,Female,Asian/British Asian - Pakistani,Kinship,2022-02-19,2022-06-29,130,Planned move,4.0,True,False,1
3,Trans Male,Asian/British Asian - Bangladeshi,0,False,3,5,True,56,Female,White - British,External Fostering,2024-01-10,2024-10-20,284,Child requests end,3.97,True,False,1
8,Female,White - British,0,False,0,0,False,49,Female,White - British,External Fostering,2022-09-26,2023-01-02,98,Behaviour concerns,0.01,True,False,1
12,Female,White - British,0,False,5,5,True,54,Female,White - British,Kinship,2024-01-01,2024-11-29,333,Carer requests end,1.32,False,False,1
8,Male,White - British,0,False,0,2,True,37,Male,Asian/British Asian - Pakistani,Kinship,2024-10-15,2025-03-30,166,Planned move,4.91,False,False,1
8,Female,Asian/British Asian - Pakistani,5,True,3,0,False,54,Male,White - Eastern European,Kinship,2025-06-04,2025-12-11,190,Placement stability concerns,2.99,False,True,6
7,Female,Asian/British Asian - Pakistani,2,True,3,2,True,36,Male,Asian/British Asian - Pakistani,Kinship,2025-03-24,2026-02-14,327,Allegation,1.44,False,False,3
4,Trans Female,White - British,0,False,1,3,True,46,Non binary,Mixed - White/Black Caribbean,In-House Fostering,2024-05-21,2024-06-03,13,Carer requests end,16.25,False,True,1
6,Male,Dual Heritage - Black/White,0,False,7,3,True,44,Female,White - British,In-House Fostering,2022-06-28,2026-03-21,1362,Planned move,8.59,True,True,1
9,Male,Asian/British Asian - Bangladeshi,0,False,2,2,True,53,Male,White - British,Kinship,2022-05-20,2022-09-24,127,Placement stability concerns,1.96,False,False,1
11,Male,Asian/British Asian - Pakistani,0,False,4,0,False,44,Male,Asian/British Asian - Pakistani,In-House Fostering,2024-07-26,2024-09-29,65,Carer requests end,15.85,True,True,1
9,Female,Asian/British Asian - Pakistani,0,False,7,1,False,52,Male,Asian/British Asian - Pakistani,External Fostering,2024-04-30,2024-06-07,38,Planned move,12.17,False,True,1
8,Female,White - British,0,False,0,1,False,36,Female,White - British,External Fostering,2023-10-20,2023-11-29,40,Behaviour concerns,19.6,False,True,1
14,Female,Asian/British Asian - Pakistani,0,False,7,4,True,54,Female,White - British,External Fostering,2023-06-05,2023-12-04,182,Placement stability concerns,11.16,True,True,1
9,Male,Traveller of Irish Heritage,0,False,0,5,True,52,Trans Female,Asian/British Asian - Indian,External Fostering,2023-09-27,2023-12-14,78,Placement stability concerns,7.26,True,True,1
7,Male,Asian/British Asian - Bangladeshi,4,True,6,1,False,52,Male,White - British,In-House Fostering,2024-03-09,2024-04-28,50,Planned move,4.01,True,True,5
9,Male,White - British,1,True,4,2,True,51,Female,White - British,Kinship,2024-10-23,2024-12-13,51,Placement stability concerns,4.17,False,False,2
10,Female,White - British,1,True,4,0,False,36,Female,Mixed - White/Asian,In-House Fostering,2023-05-25,2025-07-10,777,Carer requests end,18.16,True,True,2
15,Male,White - British,0,False,3,4,True,51,Trans Male,Asian/British Asian - Indian,External Fostering,2023-07-10,2023-07-14,4,Placement stability concerns,4.45,False,True,1
9,Male,White - British,0,False,0,0,False,41,Male,White - British,In-House Fostering,2023-03-03,2024-04-16,410,Carer requests end,19.64,True,False,1
6,Male,Asian/British Asian - Pakistani,0,False,5,4,True,42,Female,White - British,External Fostering,2022-08-20,2024-08-20,731,Child requests end,11.4,True,False,1
9,Female,White - British,1,True,5,0,False,53,Male,White - British,Kinship,2024-05-25,2024-06-23,29,Behaviour concerns,3.39,False,False,2
13,Male,Asian/British Asian - Pakistani,1,True,5,3,True,41,Trans Female,White - British,External Fostering,2025-01-05,2026-03-14,433,Planned move,10.23,True,False,2
10,Male,White - British,0,False,1,0,False,53,Male,White - British,External Fostering,2023-12-06,2025-01-18,409,Carer requests end,15.1,False,False,1
8,Female,Asian/British Asian - Pakistani,4,True,6,4,True,48,Trans Male,White - British,In-House Fostering,2025-04-17,2025-09-22,158,Behaviour concerns,3.89,False,False,5
8,Male,Asian/British Asian - Indian,0,False,5,1,False,60,Female,Black/Black British - Caribbean,External Fostering,2023-07-17,2024-04-18,276,Child requests end,14.91,False,False,1
11,Female,Traveller - Other,3,True,4,5,True,49,Trans Female,White - British,External Fostering,2025-07-24,2027-09-19,787,Child requests end,9.56,False,False,4
2,Male,White - British,5,True,1,3,True,48,Female,Dual Heritage - Black/White,Kinship,2025-03-20,2025-04-07,18,Planned move,4.47,False,True,6
0,Trans Male,Asian/British Asian - Other,4,True,6,0,False,51,Male,White - British,External Fostering,2022-06-01,2023-06-18,382,Planned move,11.55,True,True,5
8,Female,Asian/British Asian - Pakistani,5,True,0,4,True,60,Male,White - Eastern European,Kinship,2025-06-01,2026-04-18,321,Placement stability concerns,1.79,True,True,6
0,Male,White - British,0,False,2,3,True,59,Male,Asian/British Asian - Pakistani,Residential,2022-09-09,2024-02-24,533,Allegation,56.0,False,True,1
7,Female,Asian/British Asian - Pakistani,2,True,3,3,True,35,Female,White - British,External Fostering,2022-05-31,2022-11-03,156,Allegation,17.23,True,True,3
0,Female,White - British,4,True,2,0,False,43,Male,White - British,In-House Fostering,2025-08-27,2026-10-28,427,Behaviour concerns,17.4,True,True,5
7,Female,Asian/British Asian - Pakistani,0,False,2,1,False,36,Trans Female,White - British,In-House Fostering,2024-11-14,2025-01-02,49,Behaviour concerns,15.4,False,False,1
16,Female,White - British,5,True,5,0,False,59,Female,White - British,In-House Fostering,2022-09-08,2027-07-04,1760,Placement stability concerns,0.79,False,True,6
7,Male,White - British,0,False,3,4,True,50,Female,Asian/British Asian - Pakistani,Kinship,2022-05-28,2025-03-20,1027,Planned move,2.35,False,False,1
5,Female,White - Irish,0,False,7,4,True,50,Male,White - British,Kinship,2023-03-01,2024-03-12,377,Child requests end,4.17,False,True,1
5,Male,White - British,0,False,4,4,True,58,Female,Asian/British Asian - Pakistani,Kinship,2023-07-18,2024-02-06,203,Planned move,4.74,False,True,1
4,Female,White - British,4,True,6,4,True,56,Non binary,White - British,Kinship,2025-02-25,2026-08-13,534,Allegation,1.87,True,True,5
9,Female,White - British,2,True,7,3,True,52,Trans Male,White - British,External Fostering,2024-10-02,2025-12-21,445,Child requests end,1.49,True,True,3
7,Male,Asian/British Asian - Bangladeshi,0,False,0,2,True,35,Male,White - British,External Fostering,2024-11-11,2027-03-08,847,Child requests end,5.37,True,False,1
10,Non binary,White - British,0,False,3,5,True,60,Trans Female,White - British,In-House Fostering,2023-10-26,2024-09-18,328,Allegation,1.75,True,False,1
8,Male,White - Other,0,False,6,0,False,55,Male,Asian/British Asian - Pakistani,Kinship,2023-03-31,2023-07-08,99,Behaviour concerns,3.4,False,False,1
8,Female,White - Central European,4,True,3,2,True,38,Male,White - British,External Fostering,2023-02-07,2023-05-14,96,Planned move,5.41,False,True,5
10,Female,White - British,0,False,3,5,True,57,Male,Dual Heritage - Black/White,External Fostering,2024-12-19,2025-09-04,259,Behaviour concerns,14.25,False,False,1
7,Male,White - British,0,False,0,5,True,39,Non binary,White - British,External Fostering,2025-03-11,2025-05-29,79,Child requests end,8.58,True,False,1
4,Male,Asian/British Asian - Pakistani,3,True,6,0,False,53,Non binary,Black/Black British - African,In-House Fostering,2024-06-30,2025-05-09,313,Planned move,11.74,True,True,4
11,Male,Mixed - White/Black Caribbean,3,True,1,5,True,36,Male,White - British,External Fostering,2022-08-16,2024-06-19,673,Placement stability concerns,12.5,True,True,4
0,Male,Asian/British Asian - Pakistani,0,False,6,0,False,55,Male,White - British,External Fostering,2024-12-28,2025-01-16,19,Behaviour concerns,10.92,False,True,1
8,Male,White - British,5,True,6,1,False,41,Female,White - British,In-House Fostering,2022-01-26,2027-06-20,1971,Planned move,10.89,False,False,6
4,Female,White - British,0,False,5,5,True,58,Male,White - Central European,External Fostering,2023-12-14,2024-01-24,41,Carer requests end,0.59,True,True,1
9,Trans Male,Asian/British Asian - Bangladeshi,0,False,5,1,False,58,Non binary,Asian/British Asian - Pakistani,External Fostering,2023-01-11,2023-01-28,17,Child requests end,16.98,False,False,1
8,Male,White - British,5,True,6,3,True,60,Female,White - British,Residential,2024-02-04,2024-05-11,97,Child requests end,91.15,False,True,6
14,Trans Male,White - Other,1,True,5,4,True,51,Female,Mixed - White/Asian,In-House Fostering,2023-10-24,2024-01-02,70,Allegation,0.14,False,False,2
11,Male,Asian/British Asian - Pakistani,0,False,4,0,False,59,Female,Asian/British Asian - Pakistani,External Fostering,2025-07-15,2027-09-01,778,Child requests end,3.39,True,True,1
11,Female,Asian/British Asian - Pakistani,0,False,1,1,False,38,Trans Female,White - British,In-House Fostering,2023-02-12,2023-02-24,12,Child requests end,4.81,False,True,1
7,Female,Asian/British Asian - Pakistani,3,True,5,0,False,51,Male,White - British,Kinship,2023-04-06,2023-04-20,14,Planned move,3.42,False,False,4
10,Male,White - British,5,True,1,0,False,53,Female,White - British,In-House Fostering,2023-05-16,2023-07-21,66,Planned move,0.89,True,False,6
6,Male,White - Eastern European,0,False,5,0,False,57,Female,Asian/British Asian - Pakistani,In-House Fostering,2022-01-21,2028-03-27,2257,Placement stability concerns,16.06,False,True,1
10,Male,White - Other,0,False,1,5,True,43,Male,White - British,Residential,2025-10-27,2025-11-03,7,Carer requests end,75.61,True,True,1
13,Female,White - British,5,True,0,3,True,42,Female,Asian/British Asian - Pakistani,In-House Fostering,2022-09-03,2023-10-22,414,Planned move,9.52,False,True,6
12,Male,White - British,0,False,1,4,True,47,Female,Mixed - White/Asian,In-House Fostering,2023-02-10,2023-03-30,48,Child requests end,7.11,False,False,1
14,Female,White - British,0,False,7,5,True,54,Trans Male,White - British,Kinship,2024-12-20,2025-06-06,168,Placement stability concerns,0.12,True,False,1
0,Male,Asian/British Asian - Pakistani,0,False,3,5,True,38,Female,White - Other,In-House Fostering,2025-04-07,2025-07-14,98,Behaviour concerns,2.33,False,False,1
8,Male,White - Other,2,True,5,5,True,42,Male,Asian/British Asian - Pakistani,External Fostering,2024-01-14,2026-06-30,898,Child requests end,19.07,False,True,3
8,Male,White - British,1,True,6,3,True,59,Female,White - British,External Fostering,2023-05-05,2023-08-07,94,Placement stability concerns,0.32,False,False,2
10,Male,White - British,0,False,0,2,True,53,Trans Male,White - British,Kinship,2025-03-07,2030-03-12,1831,Carer requests end,3.79,True,False,1
6,Male,Asian/British Asian - Pakistani,0,False,6,4,True,47,Trans Female,White - British,In-House Fostering,2025-05-09,2025-05-31,22,Child requests end,9.44,True,False,1
1,Trans Female,Asian/British Asian - Pakistani,5,True,2,0,False,55,Female,White - British,In-House Fostering,2024-02-06,2027-07-05,1245,Child requests end,6.28,True,False,6
5,Trans Female,Asian/British Asian - Pakistani,1,True,0,5,True,55,Male,Black/Black British - African,In-House Fostering,2023-04-18,2023-05-19,31,Allegation,0.23,True,True,2
9,Non binary,Asian/British Asian - Pakistani,0,False,6,5,True,38,Female,White - Other,Kinship,2023-01-27,2023-02-16,20,Carer requests end,4.58,False,True,1
9,Female,Asian/British Asian - Pakistani,4,True,1,4,True,60,Female,White - British,In-House Fostering,2023-12-03,2024-09-05,277,Carer requests end,13.37,False,False,5
6,Male,White - British,3,True,5,1,False,45,Trans Female,White - British,In-House Fostering,2023-06-20,2023-10-04,106,Behaviour concerns,10.96,True,False,4
9,Trans Female,White - British,0,False,0,2,True,36,Male,White - British,In-House Fostering,2025-03-21,2025-05-03,43,Child requests end,9.9,False,True,1
4,Female,Asian/British Asian - Bangladeshi,5,True,6,5,True,55,Male,White - British,External Fostering,2023-10-07,2024-10-11,370,Carer requests end,13.81,False,False,6
8,Trans Male,White - British,4,True,7,0,False,57,Female,Asian/British Asian - Pakistani,Kinship,2024-04-23,2024-06-05,43,Placement stability concerns,3.54,True,False,5
10,Male,Asian/British Asian - Pakistani,5,True,0,4,True,42,Male,White - Other,Kinship,2023-07-14,2024-10-21,465,Child requests end,2.49,True,False,6
0,Female,Asian/British Asian - Other,2,True,2,3,True,50,Male,White - British,Kinship,2023-01-16,2023-09-04,231,Child requests end,4.55,False,True,3
3,Trans Male,Asian/British Asian - Pakistani,4,True,2,1,False,43,Female,White - Central European,External Fostering,2024-10-06,2024-10-25,19,Allegation,5.83,True,False,5
5,Male,White - Central European,0,False,2,4,True,49,Female,Asian/British Asian - Pakistani,External Fostering,2024-03-23,2024-03-28,5,Planned move,1.42,False,False,1
10,Female,Asian/British Asian - Pakistani,1,True,1,1,False,37,Male,Asian/British Asian - Pakistani,In-House Fostering,2023-12-05,2026-04-09,856,Child requests end,4.21,True,False,2
7,Male,Asian/British Asian - Indian,0,False,5,3,True,35,Female,White - British,In-House Fostering,2025-02-16,2025-05-08,81,Child requests end,14.37,False,True,1
6,Female,White - British,0,False,2,4,True,56,Trans Male,Asian/British Asian - Pakistani,Kinship,2022-03-27,2025-10-13,1296,Placement stability concerns,4.59,False,False,1
6,Trans Female,White - British,2,True,1,0,False,48,Female,White - British,External Fostering,2023-02-06,2023-04-28,81,Allegation,9.32,False,True,3
8,Male,White - Central European,0,False,2,5,True,55,Female,White - British,In-House Fostering,2022-08-23,2023-10-16,419,Behaviour concerns,15.61,True,False,1
11,Female,White - British,5,True,1,3,True,53,Trans Female,Asian/British Asian - Indian,In-House Fostering,2023-09-21,2025-01-21,488,Child requests end,9.56,False,False,6
6,Female,Mixed - White/Black Caribbean,2,True,3,1,False,59,Female,Asian/British Asian - Pakistani,External Fostering,2024-06-26,2026-10-04,830,Carer requests end,6.94,True,True,3
8,Female,White - British,5,True,0,5,True,51,Non binary,White - British,Kinship,2025-08-06,2025-08-19,13,Carer requests end,2.54,True,True,6
8,Female,White - Central European,0,False,2,2,True,43,Male,White - British,External Fostering,2024-12-18,2025-09-18,274,Planned move,14.69,True,False,1
7,Male,White - British,4,True,5,0,False,47,Trans Female,White - Other,In-House Fostering,2025-10-08,2026-01-07,91,Placement stability concerns,6.81,False,True,5
5,Trans Female,White - British,3,True,5,1,False,43,Female,White - British,In-House Fostering,2022-10-20,2023-05-31,223,Allegation,2.79,True,True,4
8,Male,White - Other,0,False,2,1,False,50,Trans Male,White - British,In-House Fostering,2022-12-22,2023-03-28,96,Carer requests end,5.31,True,True,1
10,Male,White - British,1,True,4,2,True,52,Trans Male,White - British,In-House Fostering,2022-11-01,2023-01-19,79,Carer requests end,10.64,False,False,2
16,Male,Asian/British Asian - Pakistani,3,True,7,4,True,38,Female,Asian/British Asian - Pakistani,External Fostering,2025-09-25,2026-05-03,220,Allegation,5.68,True,False,4
17,Non binary,Asian/British Asian - Pakistani,0,False,2,2,True,40,Male,Asian/British Asian - Pakistani,Kinship,2025-03-01,2025-04-28,58,Planned move,1.18,True,False,1
5,Female,White - British,2,True,2,5,True,46,Male,Asian/British Asian - Pakistani,In-House Fostering,2024-07-20,2025-09-18,425,Child requests end,8.07,True,False,3
6,Female,White - Eastern European,5,True,7,2,True,54,Male,White - British,External Fostering,2025-02-06,2025-04-18,71,Carer requests end,2.86,False,True,6
7,Trans Female,White - British,4,True,7,2,True,52,Female,Asian/British Asian - Bangladeshi,Kinship,2023-06-09,2025-03-07,637,Placement stability concerns,4.1,False,True,5
9,Male,Asian/British Asian - Indian,4,True,1,4,True,56,Male,White - British,In-House Fostering,2023-04-15,2023-11-05,204,Carer requests end,3.33,True,True,5
12,Male,White - British,4,True,7,1,False,55,Trans Female,Gypsy / Roma,Residential,2024-09-28,2025-11-08,406,Child requests end,55.44,True,True,5
3,Trans Male,Asian/British Asian - Pakistani,0,False,5,1,False,37,Male,White - British,External Fostering,2025-03-26,2027-01-16,661,Allegation,17.66,False,True,1
9,Male,Asian/British Asian - Pakistani,1,True,4,0,False,47,Male,White - British,External Fostering,2022-10-31,2023-01-03,64,Child requests end,11.29,False,True,2
5,Trans Female,Mixed - White/Asian,0,False,6,3,True,60,Trans Male,White - British,Residential,2022-07-27,2024-04-01,614,Behaviour concerns,50.73,True,True,1
6,Trans Female,White - British,2,True,4,0,False,44,Male,Asian/British Asian - Pakistani,External Fostering,2022-06-01,2023-08-31,456,Allegation,15.24,False,True,3
12,Male,Black/Black British - Other,0,False,2,3,True,37,Male,White - British,In-House Fostering,2022-10-30,2022-12-15,46,Behaviour concerns,7.57,False,True,1
12,Female,White - British,0,False,2,1,False,42,Female,White - Other,External Fostering,2022-09-02,2022-11-11,70,Carer requests end,19.33,True,True,1
14,Male,White - British,0,False,4,1,False,42,Male,Asian/British Asian - Pakistani,Residential,2025-10-04,2026-07-03,272,Planned move,73.06,False,True,1
5,Trans Male,Asian/British Asian - Pakistani,0,False,3,1,False,54,Male,Asian/British Asian - Pakistani,Kinship,2023-08-28,2025-08-03,706,Planned move,2.35,True,True,1
10,Male,Asian/British Asian - Pakistani,5,True,7,4,True,39,Male,White - British,External Fostering,2022-07-31,2022-08-16,16,Child requests end,14.84,True,True,6
9,Non binary,White - British,0,False,1,1,False,60,Female,Asian/British Asian - Pakistani,In-House Fostering,2023-11-12,2024-09-26,319,Carer requests end,3.07,False,False,1
12,Female,White - British,5,True,4,1,False,57,Trans Female,White - Eastern European,Residential,2025-10-06,2025-12-10,65,Placement stability concerns,35.16,True,False,6
12,Male,White - British,3,True,2,3,True,55,Female,White - British,Kinship,2024-11-01,2025-01-14,74,Carer requests end,4.61,False,True,4
8,Female,White - British,3,True,2,2,True,54,Female,Mixed - White/Black Caribbean,Kinship,2022-12-26,2023-02-01,37,Child requests end,2.03,False,False,4
1,Trans Female,Asian/British Asian - Pakistani,3,True,3,4,True,51,Female,Asian/British Asian - Pakistani,In-House Fostering,2023-07-09,2024-09-04,423,Allegation,9.91,True,True,4
9,Male,White - Other,4,True,4,0,False,56,Non binary,Asian/British Asian - Pakistani,Kinship,2024-09-23,2024-12-03,71,Child requests end,4.03,True,True,5
11,Male,White - British,4,True,3,3,True,49,Male,Asian/British Asian - Indian,In-House Fostering,2023-10-15,2024-12-10,422,Planned move,16.37,False,True,5
8,Male,White - British,0,False,2,1,False,51,Trans Female,White - British,In-House Fostering,2025-07-01,2025-07-07,6,Carer requests end,8.23,False,True,1
9,Female,Asian/British Asian - Pakistani,0,False,7,4,True,47,Female,White - Central European,Kinship,2023-02-12,2023-03-08,24,Child requests end,3.25,False,True,1
8,Male,White - Eastern European,0,False,0,4,True,37,Female,Asian/British Asian - Pakistani,Kinship,2022-03-17,2023-03-16,364,Behaviour concerns,0.19,False,False,1
9,Female,White - Irish,0,False,6,2,True,57,Female,White - British,External Fostering,2023-05-15,2023-07-26,72,Placement stability concerns,16.28,True,False,1
12,Male,Asian/British Asian - Pakistani,0,False,0,5,True,49,Male,White - British,Kinship,2025-07-06,2026-07-07,366,Allegation,0.87,False,False,1
6,Trans Male,White - British,0,False,2,0,False,40,Trans Female,Asian/British Asian - Pakistani,In-House Fostering,2024-08-27,2024-12-23,118,Allegation,10.54,True,False,1
6,Male,Asian/British Asian - Pakistani,3,True,1,5,True,47,Trans Female,White - British,External Fostering,2024-03-08,2025-05-29,447,Child requests end,3.29,False,True,4
4,Male,White - Central European,5,True,3,4,True,52,Trans Female,White - Other,Residential,2023-02-13,2024-04-23,435,Carer requests end,75.76,False,True,6
3,Male,White - Central European,0,False,0,1,False,43,Female,White - British,In-House Fostering,2022-01-09,2022-05-24,135,Child requests end,15.39,True,True,1
5,Trans Male,White - British,1,True,2,4,True,37,Male,Asian/British Asian - Pakistani,Kinship,2022-08-06,2030-12-18,3056,Allegation,2.2,True,True,2
7,Male,Asian/British Asian - Pakistani,0,False,0,4,True,58,Female,Asian/British Asian - Pakistani,External Fostering,2022-01-21,2024-06-10,871,Planned move,4.78,False,True,1
6,Trans Male,White - British,2,True,3,4,True,52,Trans Male,Asian/British Asian - Pakistani,External Fostering,2022-05-10,2026-02-08,1370,Child requests end,16.99,True,False,3
9,Trans Female,White - British,3,True,7,1,False,51,Male,White - British,In-House Fostering,2025-04-07,2025-04-29,22,Planned move,17.63,False,False,4
7,Trans Female,Asian/British Asian - Pakistani,0,False,3,3,True,54,Trans Male,White - British,External Fostering,2022-07-24,2023-05-28,308,Allegation,8.7,False,True,1
8,Male,Asian/British Asian - Pakistani,0,False,6,0,False,60,Male,Mixed - White/Black Caribbean,External Fostering,2023-10-03,2027-06-19,1355,Carer requests end,18.49,True,True,1
13,Female,Asian/British Asian - Other,0,False,0,2,True,46,Male,White - British,In-House Fostering,2023-05-05,2023-09-20,138,Planned move,7.99,True,True,1
1,Female,White - British,0,False,0,0,False,37,Female,White - Other,In-House Fostering,2022-10-29,2022-12-23,55,Behaviour concerns,17.83,False,False,1
7,Female,White - British,3,True,4,2,True,51,Male,White - British,In-House Fostering,2023-04-25,2023-05-21,26,Planned move,5.94,True,True,4
10,Female,Asian/British Asian - Pakistani,0,False,7,4,True,42,Female,White - Eastern European,External Fostering,2022-11-05,2025-01-26,813,Placement stability concerns,5.37,True,True,1
10,Trans Female,White - British,5,True,6,0,False,38,Trans Female,Asian/British Asian - Pakistani,External Fostering,2023-08-03,2027-07-15,1442,Allegation,13.65,False,False,6
11,Male,White - British,5,True,6,2,True,44,Trans Male,White - Eastern European,External Fostering,2024-01-08,2025-01-19,377,Child requests end,18.32,True,True,6
12,Female,White - British,0,False,4,0,False,37,Male,White - British,External Fostering,2024-07-23,2025-05-20,301,Planned move,8.26,False,False,1
6,Trans Female,Asian/British Asian - Pakistani,3,True,1,4,True,42,Male,White - British,External Fostering,2023-10-24,2023-12-16,53,Placement stability concerns,1.2,False,True,4
6,Male,White - British,0,False,6,4,True,35,Female,White - British,External Fostering,2025-07-24,2026-06-22,333,Planned move,5.44,False,True,1
2,Female,Asian/British Asian - Pakistani,0,False,3,5,True,37,Trans Male,White - Eastern European,In-House Fostering,2022-04-20,2024-04-28,739,Carer requests end,15.48,True,True,1
12,Non binary,White - British,0,False,3,3,True,46,Non binary,Asian/British Asian - Pakistani,In-House Fostering,2022-05-13,2022-08-19,98,Behaviour concerns,6.06,False,False,1
8,Female,Gypsy / Roma,0,False,6,4,True,38,Trans Male,Asian/British Asian - Pakistani,Kinship,2025-05-27,2025-08-20,85,Planned move,3.51,False,False,1
11,Male,Asian/British Asian - Pakistani,0,False,7,4,True,40,Male,Asian/British Asian - Pakistani,In-House Fostering,2022-01-24,2022-04-17,83,Behaviour concerns,6.98,True,False,1
8,Male,White - British,0,False,6,1,False,55,Trans Male,Asian/British Asian - Pakistani,Kinship,2024-05-20,2024-07-30,71,Allegation,4.85,False,False,1
14,Non binary,White - British,0,False,5,2,True,59,Male,White - British,Kinship,2025-10-25,2026-01-17,84,Allegation,0.53,True,True,1
7,Male,White - British,0,False,0,2,True,45,Male,White - British,In-House Fostering,2024-02-19,2025-07-02,499,Planned move,3.71,True,False,1
7,Male,White - British,0,False,0,5,True,43,Non binary,Asian/British Asian - Pakistani,External Fostering,2025-05-10,2026-04-03,328,Placement stability concerns,16.56,False,True,1
14,Female,Asian/British Asian - Pakistani,0,False,4,3,True,55,Female,White - British,In-House Fostering,2024-11-25,2024-12-19,24,Planned move,12.45,True,True,1
11,Trans Male,White - British,1,True,2,4,True,49,Trans Male,Gypsy / Roma,External Fostering,2025-08-01,2027-02-16,564,Child requests end,18.79,False,False,2
0,Female,White - British,0,False,1,2,True,44,Male,White - British,External Fostering,2025-04-10,2025-07-05,86,Child requests end,14.39,False,True,1
12,Female,White - Central European,0,False,3,3,True,50,Male,Asian/British Asian - Indian,External Fostering,2023-12-07,2025-04-12,492,Placement stability concerns,1.7,False,False,1
7,Male,White - British,0,False,0,3,True,39,Female,White - British,Residential,2025-03-10,2025-03-28,18,Carer requests end,29.18,True,True,1
8,Male,White - British,1,True,7,5,True,49,Male,White - British,Kinship,2022-08-31,2022-09-29,29,Planned move,3.41,False,False,2
6,Female,White - Eastern European,5,True,4,1,False,40,Female,White - Eastern European,External Fostering,2024-12-29,2025-01-03,5,Allegation,1.76,False,False,6
11,Trans Male,White - British,2,True,7,3,True,37,Trans Female,White - British,Residential,2022-12-02,2023-01-26,55,Allegation,22.62,False,False,3
11,Trans Male,Asian/British Asian - Pakistani,1,True,6,1,False,49,Female,Asian/British Asian - Pakistani,External Fostering,2022-11-27,2023-12-29,397,Child requests end,19.78,True,False,2
11,Female,Asian/British Asian - Pakistani,0,False,7,4,True,40,Non binary,White - British,In-House Fostering,2024-08-13,2026-01-30,535,Placement stability concerns,13.61,False,True,1
8,Male,White - British,5,True,7,3,True,44,Non binary,White - British,Kinship,2023-05-03,2023-08-01,90,Placement stability concerns,0.77,False,True,6
9,Male,Asian/British Asian - Pakistani,3,True,1,2,True,48,Female,White - British,External Fostering,2022-12-26,2023-04-21,116,Child requests end,4.58,False,False,4
7,Trans Female,White - Central European,0,False,3,3,True,50,Male,Asian/British Asian - Bangladeshi,Kinship,2024-02-12,2025-01-04,327,Carer requests end,4.51,True,True,1
