Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements Number,Returning Child,Age Child Left Care,Carer Age,Placement Type,Missing Episodes,Placement Sequence Number,Placement Start Date,Placement End Reason,Placement End Time Period,Number Of Carers,Carer Gender Composition,Placed With Siblings,Emergency Placement,Distance From Home,Placement Planning Meeting,Reason For Leaving Care,Sibling Group Size,Previous Care History,Age Child Came Into Care,Residential Home Type,Carer Ethnicity Or Religion,Carer Type,EH involvement,Siblings In EH,YOT involvement,
1,Male,White – British,0,False,11,[61],Adoption,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,True,589.18,False,N/A,7,N/A,4,including Mainstream,['Gypsy'],Adoption,True,False,False,
8,Female,White – British,0,True,15,[43],Adoption,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,True,657.8,False,Why the child left care entirely,5,Any additional context and comments about the child’s care history,1,including Mainstream,['Asian/British Asian – Chinese'],Adoption,False,False,False,
8,Male,White – British,0,False,15,[58],Kinship,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],False,False,154.23,True,N/A,1,N/A,1,including Mainstream,['Refused'],Kinship,False,False,False,
16,Trans Female,White – Other,0,True,17,[44],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,512.19,True,Why the child left care entirely,8,Any additional context and comments about the child’s care history,13,including Mainstream,['Mixed - White/Black Caribbean'],Long Term Foster,False,False,False,
5,Female,White – British,0,True,7,[35],Fostering - Emergency,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,False,725.89,False,Why the child left care entirely,6,Any additional context and comments about the child’s care history,8,including Mainstream,['Asian/British Asian – Pakistani'],Emergency Foster,False,True,False,
9,Trans Female,White - Eastern European,0,True,16,[53],Residential,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,766.78,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,15,including Mainstream,['Unknown'],Residential,False,False,False,
13,Female,White – British,0,True,16,[68],Kinship,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,False,935.35,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,9,including Mainstream,['Information Not Yet Obtained'],Kinship,True,False,False,
4,Male,White – British,0,True,5,[72],Fostering - Long Term,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,82.42,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,12,including Mainstream,['Unknown'],Long Term Foster,False,False,False,
11,Male,White – British,0,True,15,[49],Special Guardianship,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,534.28,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,7,including Mainstream,['White – Irish'],Special Guardianship,True,False,False,
2,Male,White – British,0,True,10,[32],Residential,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,True,623.91,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,3,including Mainstream,['Traveller – Other'],Residential,True,False,False,
4,Non binary,Asian/British Asian – Pakistani,0,True,18,[58],Residential,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,721.42,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,13,including Mainstream,['White – Irish'],Residential,False,False,False,
12,Male,Asian/British Asian – Pakistani,0,False,14,[42],Fostering - Respite,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Female'],True,False,333.63,False,N/A,8,N/A,17,including Mainstream,['NULL'],Respite Foster,True,False,False,
8,Male,White – Other,0,True,16,[63],Fostering - Respite,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,True,320.15,False,Why the child left care entirely,7,Any additional context and comments about the child’s care history,2,including Mainstream,['Gypsy'],Respite Foster,False,True,False,
16,Female,White – British,0,True,18,[53],Fostering - Short Term,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,214.48,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,9,including Mainstream,['Mixed - White/Black Caribbean'],Short Term Foster,False,False,False,
2,Female,White – British,0,False,17,[69],Adoption,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,False,810.83,False,N/A,4,N/A,11,including Mainstream,['White – British'],Adoption,True,False,False,
2,Female,Asian/British Asian – Pakistani,0,False,17,[30],Special Guardianship,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,False,482.68,True,N/A,2,N/A,8,including Mainstream,['Traveller – Other'],Special Guardianship,False,False,False,
4,Male,White – British,0,False,8,[59],Residential,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,False,202.61,True,N/A,8,N/A,10,including Mainstream,['Mixed - White/Black Caribbean'],Residential,False,True,False,
4,Male,Asian/British Asian – Pakistani,0,True,17,[32],Adoption,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,670.62,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,2,including Mainstream,['Mixed - White/Asian'],Adoption,False,False,False,
5,Trans Male,White – British,0,True,15,[52],Residential,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,985.94,False,Why the child left care entirely,5,Any additional context and comments about the child’s care history,7,including Mainstream,['Black/Black British – African'],Residential,False,True,False,
17,Male,White – British,0,True,18,[27],Fostering - Emergency,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,False,875.47,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,9,including Mainstream,['Roma'],Emergency Foster,False,True,False,
10,Trans Male,White – British,0,True,14,[33],Kinship,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,709.45,True,Why the child left care entirely,6,Any additional context and comments about the child’s care history,10,including Mainstream,['Asian/British Asian – Indian'],Kinship,True,True,False,
0,Male,White – British,0,True,16,[52],Fostering - Short Term,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,True,37.43,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,1,including Mainstream,['Black/Black British – African'],Short Term Foster,False,True,False,
4,Non binary,Asian/British Asian – Pakistani,0,True,7,[62],Fostering - Emergency,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,True,46.57,True,Why the child left care entirely,8,Any additional context and comments about the child’s care history,3,including Mainstream,['Asian/British Asian – Pakistani'],Emergency Foster,True,False,False,
13,Female,White – British,0,True,14,[34],Adoption,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,True,227.98,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,10,including Mainstream,['White - Eastern European'],Adoption,False,False,False,
10,Female,Asian/British Asian – Pakistani,0,False,14,[57],Residential,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,False,132.92,False,N/A,4,N/A,2,including Mainstream,['Refused'],Residential,False,True,False,
11,Male,Asian/British Asian – Other,0,True,14,[32],Kinship,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,229.81,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,13,including Mainstream,['Dual Heritage - Black/White'],Kinship,True,False,False,
14,Trans Female,White – British,0,False,16,[53],Special Guardianship,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,False,15.67,False,N/A,4,N/A,7,including Mainstream,['Asian/British Asian – Chinese'],Special Guardianship,False,False,False,
0,Trans Female,White – British,0,True,14,[74],Residential,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,False,726.33,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,14,including Mainstream,['White – Irish'],Residential,False,False,False,
7,Male,Asian/British Asian – Pakistani,0,True,10,[42],Kinship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,False,768.71,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,4,including Mainstream,['Information Not Yet Obtained'],Kinship,False,False,True,
6,Female,Asian/British Asian – Pakistani,0,False,12,[46],Adoption,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,True,142.86,False,N/A,3,N/A,15,including Mainstream,['Mixed – Other'],Adoption,False,False,False,
7,Female,White – Irish,0,True,8,[71],Residential,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,True,723.92,True,Why the child left care entirely,6,Any additional context and comments about the child’s care history,14,including Mainstream,['Traveller of Irish Heritage'],Residential,False,True,True,
10,Female,White – British,0,True,13,[32],Special Guardianship,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],False,True,324.77,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,3,including Mainstream,['Asian/British Asian – Indian'],Special Guardianship,False,False,False,
5,Female,Asian/British Asian – Pakistani,0,True,8,[61],Special Guardianship,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,186.27,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,1,including Mainstream,['Mixed - White/Black Caribbean'],Special Guardianship,False,False,False,
2,Male,White – British,0,True,7,[33],Fostering - Short Term,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,True,272.46,True,Why the child left care entirely,8,Any additional context and comments about the child’s care history,14,including Mainstream,['Dual Heritage - Black/White'],Short Term Foster,False,True,False,
12,Female,Asian/British Asian – Pakistani,0,True,17,[45],Adoption,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],False,False,786.98,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,7,including Mainstream,['Mixed - White/Black African'],Adoption,True,False,False,
7,Trans Female,Asian/British Asian – Other,0,True,16,[75],Fostering - Long Term,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,206.14,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,2,including Mainstream,['Gypsy'],Long Term Foster,False,True,False,
9,Male,Black/Black British – Caribbean,0,True,12,[33],Kinship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],False,True,510.63,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,2,including Mainstream,['Other Ethnic Group'],Kinship,False,False,False,
15,Male,Asian/British Asian – Indian,0,False,17,[60],Fostering - Respite,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,False,31.05,False,N/A,0,N/A,4,including Mainstream,['White - Eastern European'],Respite Foster,False,False,False,
8,Male,Asian/British Asian – Pakistani,0,False,18,[48],Adoption,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],False,True,265.82,True,N/A,1,N/A,8,including Mainstream,['White – Irish'],Adoption,False,False,False,
7,Non binary,White – British,0,False,18,[60],Fostering - Emergency,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,False,853.3,False,N/A,5,N/A,13,including Mainstream,['Roma'],Emergency Foster,False,False,False,
1,Male,White – British,0,True,18,[67],Fostering - Long Term,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,False,57.26,False,Why the child left care entirely,7,Any additional context and comments about the child’s care history,11,including Mainstream,['Asian/British Asian – Bangladeshi'],Long Term Foster,False,True,False,
7,Female,White – British,0,True,9,[74],Kinship,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],False,True,831.4,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,12,including Mainstream,['Mixed – Other'],Kinship,False,False,False,
0,Male,Asian/British Asian – Other,0,False,18,[56],Special Guardianship,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,True,363.46,False,N/A,2,N/A,13,including Mainstream,['Asian/British Asian – Pakistani'],Special Guardianship,False,False,False,
15,Female,White - Eastern European,0,False,16,[71],Fostering - Respite,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Female'],True,False,238.56,False,N/A,4,N/A,9,including Mainstream,['Black/Black British – Caribbean'],Respite Foster,False,True,False,
6,Female,Mixed – Other,0,True,13,[74],Fostering - Long Term,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,False,461.3,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,12,including Mainstream,['Gypsy'],Long Term Foster,False,False,False,
3,Male,White – British,0,True,5,[62],Fostering - Emergency,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,False,578.33,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,10,including Mainstream,['Mixed - White/Black African'],Emergency Foster,False,True,False,
8,Female,Asian/British Asian – Other,0,True,10,[66],Fostering - Long Term,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,508.66,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,12,including Mainstream,['Black/Black British – Caribbean'],Long Term Foster,False,False,False,
7,Male,Traveller – Other,0,False,17,[47],Special Guardianship,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,True,340.06,False,N/A,5,N/A,2,including Mainstream,['Asian/British Asian – Bangladeshi'],Special Guardianship,False,True,False,
7,Male,White - Central European,0,True,18,[53],Special Guardianship,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,False,733.02,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,12,including Mainstream,['White - Eastern European'],Special Guardianship,True,False,False,
3,Trans Female,White – British,0,False,18,[30],Fostering - Short Term,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,True,507.56,False,N/A,6,N/A,14,including Mainstream,['Information Not Yet Obtained'],Short Term Foster,False,False,True,
0,Female,Asian/British Asian – Pakistani,0,False,12,[25],Fostering - Long Term,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,False,769.99,True,N/A,6,N/A,15,including Mainstream,['Dual Heritage - Black/White'],Long Term Foster,False,False,False,
5,Non binary,White – British,0,True,9,[65],Fostering - Long Term,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,True,816.67,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,4,including Mainstream,['Other Ethnic Group'],Long Term Foster,False,False,False,
12,Female,White - Eastern European,0,True,16,[40],Kinship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,False,623.22,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,8,including Mainstream,['Asian/British Asian – Indian'],Kinship,False,False,False,
15,Trans Male,Asian/British Asian – Pakistani,0,True,18,[54],Adoption,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,False,39.35,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,0,including Mainstream,['Other Ethnic Group'],Adoption,False,True,False,
0,Male,White – British,0,True,12,[73],Special Guardianship,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,834.57,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,3,including Mainstream,['White - Eastern European'],Special Guardianship,False,False,False,
7,Male,White – British,0,True,15,[63],Adoption,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],False,False,291.44,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,8,including Mainstream,['Black/Black British – Other'],Adoption,False,False,False,
2,Female,White – British,0,False,11,[38],Kinship,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,True,35.14,False,N/A,2,N/A,1,including Mainstream,['Asian/British Asian – Bangladeshi'],Kinship,True,False,False,
15,Female,White – British,0,True,18,[31],Fostering - Long Term,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,False,126.78,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,6,including Mainstream,['Asian/British Asian – Chinese'],Long Term Foster,False,False,False,
14,Female,Asian/British Asian – Pakistani,0,True,16,[25],Fostering - Emergency,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],False,False,736.88,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,11,including Mainstream,['Black/Black British – Caribbean'],Emergency Foster,False,False,False,
9,Male,Asian/British Asian – Pakistani,0,True,13,[63],Residential,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,826.99,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,3,including Mainstream,['Mixed - White/Black Caribbean'],Residential,False,False,False,
12,Trans Female,Asian/British Asian – Pakistani,0,True,18,[46],Fostering - Emergency,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,654.37,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,2,including Mainstream,['White - Eastern European'],Emergency Foster,True,False,True,
15,Male,White – British,0,False,16,[44],Fostering - Long Term,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,637.9,True,N/A,4,N/A,2,including Mainstream,['White – British'],Long Term Foster,True,False,False,
11,Female,Mixed - White/Black Caribbean,0,True,12,[75],Fostering - Emergency,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,True,15.1,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,13,including Mainstream,['Mixed - White/Black African'],Emergency Foster,True,False,False,
12,Female,Asian/British Asian – Pakistani,0,True,16,[64],Residential,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,True,845.2,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,11,including Mainstream,['Asian/British Asian – Chinese'],Residential,False,False,False,
8,Female,Asian/British Asian – Pakistani,0,True,12,[31],Kinship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,True,59.81,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,12,including Mainstream,['Other Ethnic Group'],Kinship,False,False,False,
5,Female,White – British,0,True,14,[68],Kinship,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,True,706.14,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,8,including Mainstream,['Black/Black British – Other'],Kinship,True,True,True,
12,Non binary,White – British,0,False,16,[36],Fostering - Respite,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,True,37.4,False,N/A,6,N/A,3,including Mainstream,['Black/Black British – African'],Respite Foster,False,False,False,
11,Male,Asian/British Asian – Pakistani,0,False,14,[28],Fostering - Short Term,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,False,447.88,True,N/A,3,N/A,7,including Mainstream,['Refused'],Short Term Foster,False,True,False,
6,Non binary,White – Other,0,False,13,[44],Residential,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,False,362.8,True,N/A,1,N/A,0,including Mainstream,['Traveller – Other'],Residential,False,False,False,
4,Female,Asian/British Asian – Bangladeshi,0,True,16,[41],Residential,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,985.5,True,Why the child left care entirely,8,Any additional context and comments about the child’s care history,14,including Mainstream,['Gypsy'],Residential,False,False,False,
16,Female,White - Eastern European,0,True,18,[63],Kinship,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,True,100.5,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,11,including Mainstream,['Gypsy / Roma'],Kinship,False,False,False,
0,Female,White – British,0,False,2,[36],Fostering - Respite,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,False,460.78,True,N/A,0,N/A,6,including Mainstream,['White - Central European'],Respite Foster,False,False,False,
11,Trans Female,White – British,0,True,18,[45],Fostering - Emergency,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,False,376.1,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,8,including Mainstream,['White – British'],Emergency Foster,False,True,False,
12,Male,Dual Heritage - Black/White,0,False,18,[69],Fostering - Respite,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,True,142.89,True,N/A,7,N/A,3,including Mainstream,['Information Not Yet Obtained'],Respite Foster,False,False,False,
14,Non binary,Asian/British Asian – Pakistani,0,False,18,[66],Residential,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,True,979.33,False,N/A,3,N/A,7,including Mainstream,['Black/Black British – Caribbean'],Residential,True,True,False,
14,Trans Male,White – British,0,True,18,[66],Fostering - Short Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,False,573.05,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,13,including Mainstream,['White – Other'],Short Term Foster,False,False,False,
14,Female,Asian/British Asian – Pakistani,0,True,18,[63],Special Guardianship,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,False,330.72,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,7,including Mainstream,['White - Central European'],Special Guardianship,True,False,False,
7,Trans Female,Black/Black British – African,0,True,13,[26],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,62.69,False,Why the child left care entirely,0,Any additional context and comments about the child’s care history,12,including Mainstream,['Mixed – Other'],Long Term Foster,False,False,False,
5,Male,Asian/British Asian – Pakistani,0,False,6,[48],Adoption,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,True,312.99,True,N/A,8,N/A,8,including Mainstream,['Information Not Yet Obtained'],Adoption,True,False,False,
15,Female,Asian/British Asian – Pakistani,0,True,17,[25],Kinship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,False,577.16,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,8,including Mainstream,['Unknown'],Kinship,False,False,False,
9,Male,White – British,0,False,16,[26],Kinship,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,True,958.28,False,N/A,8,N/A,6,including Mainstream,['Gypsy / Roma'],Kinship,True,False,False,
10,Non binary,White – British,0,False,18,[52],Fostering - Long Term,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,False,325.17,True,N/A,5,N/A,6,including Mainstream,['White – Irish'],Long Term Foster,False,False,False,
2,Female,White – British,0,False,18,[26],Residential,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],False,True,196.09,False,N/A,0,N/A,15,including Mainstream,['Mixed - White/Black Caribbean'],Residential,False,False,False,
0,Male,White – British,0,True,11,[26],Fostering - Long Term,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,True,312.36,True,Why the child left care entirely,1,Any additional context and comments about the child’s care history,17,including Mainstream,['Other Ethnic Group'],Long Term Foster,False,False,False,
9,Female,White – British,0,True,10,[51],Fostering - Respite,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,True,504.65,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,1,including Mainstream,['Asian/British Asian – Chinese'],Respite Foster,False,False,False,
17,Female,White – British,0,False,18,[25],Residential,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],False,False,179.57,True,N/A,1,N/A,8,including Mainstream,['Traveller of Irish Heritage'],Residential,True,False,False,
2,Non binary,White – British,0,True,3,[63],Fostering - Emergency,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,True,658.93,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,6,including Mainstream,['Mixed - White/Black African'],Emergency Foster,False,True,False,
6,Trans Male,White – British,0,False,16,[62],Kinship,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Non binary'],True,False,467.43,False,N/A,7,N/A,14,including Mainstream,['Black/Black British – Other'],Kinship,False,False,False,
13,Male,Asian/British Asian – Pakistani,0,True,16,[44],Residential,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],False,True,134.31,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,15,including Mainstream,['Asian/British Asian – Chinese'],Residential,True,False,False,
14,Female,Asian/British Asian – Pakistani,0,True,15,[58],Fostering - Short Term,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,True,552.38,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,10,including Mainstream,['Asian/British Asian – Other'],Short Term Foster,False,False,False,
6,Male,White – Other,0,True,7,[34],Adoption,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,269.82,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,6,including Mainstream,['Information Not Yet Obtained'],Adoption,False,False,False,
12,Female,White – British,0,True,18,[36],Fostering - Emergency,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,746.38,False,Why the child left care entirely,6,Any additional context and comments about the child’s care history,13,including Mainstream,['Asian/British Asian – Chinese'],Emergency Foster,False,False,False,
17,Male,White – British,0,True,18,[25],Fostering - Respite,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,682.02,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,1,including Mainstream,['Black/Black British – Other'],Respite Foster,False,False,False,
8,Male,White – British,0,False,17,[50],Kinship,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Female'],True,True,289.28,True,N/A,5,N/A,3,including Mainstream,['Asian/British Asian – Indian'],Kinship,False,True,False,
15,Female,White – British,0,False,18,[35],Special Guardianship,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unborn'],True,False,55.47,True,N/A,4,N/A,8,including Mainstream,['White – British'],Special Guardianship,False,False,False,
4,Female,White – Other,0,True,15,[32],Fostering - Long Term,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Indeterminate'],True,False,265.92,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,6,including Mainstream,['NULL'],Long Term Foster,False,False,False,
12,Female,Asian/British Asian – Pakistani,0,False,15,[56],Residential,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,True,658.17,True,N/A,7,N/A,9,including Mainstream,['Black/Black British – Caribbean'],Residential,True,True,False,
0,Female,White – British,0,True,18,[33],Kinship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,True,34.12,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,12,including Mainstream,['Asian/British Asian – Chinese'],Kinship,True,False,False,
